beer/name,beer/beerId,beer/brewerId,beer/ABV,beer/style,review/appearance,review/aroma,review/palate,review/taste,review/overall,review/time,review/profileName,review/text
Sailor Hagars Belgian Wit,5976,1075,4.75,Belgian White &#40;Witbier&#41;,3/5,6/10,3/5,7/10,14/20,1298678400,manuchampions,Sampled at brewpub. Pours a murky yellow with a thin head and some lacing. Aroma is of clove and coriander with some citrus. Malt seems funky. Taste is flooded with orange and coriander. Crisp finish with a slightly bready aftertaste. Not bad.
Sailor Hagars Belgian Wit,5976,1075,4.75,Belgian White &#40;Witbier&#41;,3/5,5/10,2/5,5/10,11/20,1276992000,fiulijn,"Draught at Sailor HagarsGolden color, hazy. The aroma is light; there is light caramel flavor, quite dry, with a shade of toffee. Drinkable Ale, though the last thing I would associate it to is a Wit."
Sailor Hagars Belgian Wit,5976,1075,4.75,Belgian White &#40;Witbier&#41;,3/5,6/10,3/5,6/10,14/20,1191801600,Beershine,"Not a bad version of this style, which can be thin and boring. Quite tasty yet mild: not a big beer but a full-flavored example of a summer quaffer."
Sailor Hagars Belgian Wit,5976,1075,4.75,Belgian White &#40;Witbier&#41;,3/5,8/10,3/5,6/10,13/20,1151539200,CapFlu,"(Draught) Sampled at Sailor Hagars in North Vancouver, BC, on June 20, 2006. Lasting white foam head with an unfiltered yellow body. Nose of pleasant ripe bananas. Mild creamy clove flavour beneath a light banana tongue and rose oil. It is hot and I am thirsty... this hits the spot sufficiently."
Sailor Hagars Belgian Wit,5976,1075,4.75,Belgian White &#40;Witbier&#41;,3/5,6/10,3/5,5/10,12/20,1108944000,mucom,Cloudy yellow colored beer with a thin head. Aroma is of clove and coriander with notes of citrus and maltl. Overwhelming  orange and coriander flavour. Too sweet and watery for a wheatbeer
Sailor Hagars Belgian Wit,5976,1075,4.75,Belgian White &#40;Witbier&#41;,4/5,6/10,4/5,8/10,18/20,1091404800,Sammy,"Fresh and creamy, as if from the tap today. A great super-creamy malt with some bitters and dried aftertaste. A bit of citrussy banana fruit and spice but not taking away from its simplicity."
Sailor Hagars Belgian Wit,5976,1075,4.75,Belgian White &#40;Witbier&#41;,3/5,7/10,3/5,6/10,13/20,1087084800,Malakin,"Cloudy light yellow in color with a sweet spicy banana aroma. Spicy citrus banana flavours, dry."
Sailor Hagars Belgian Wit,5976,1075,4.75,Belgian White &#40;Witbier&#41;,3/5,6/10,3/5,7/10,14/20,1079308800,JoeMcPhee,"From a 660 ml bottle.  Pale yellow, slightly cloudy with a thin head and some lacing.  Aroma is of clove and coriander with some citrus over an unusual malt smell.  Seems like this is mostly barley malt rather than wheat.  Huge orange flavour with a good amount of coriander in the finish.  Crisp finish with a slightly bready aftertaste.  A pretty good brew."
Sailor Hagars Belgian Wit,5976,1075,4.75,Belgian White &#40;Witbier&#41;,3/5,7/10,3/5,6/10,14/20,1074729600,TimE,"This is not retired.  	Cloudy yellow brown color.  Lemon and soap in the nose, light body with lemon peels and goldings hops and a rounded finish."
Sailor Hagars Belgian Wit,5976,1075,4.75,Belgian White &#40;Witbier&#41;,4/5,7/10,3/5,7/10,14/20,1071446400,DanielBrown,"I visited this brewpub in July - surely it can't have closed down?  It was great!  I really enjoyed their wit beer, very refreshing, but more importantly very tasty, with bright. chalky notes.  One of the best beers I tried in Canada."
Sailor Hagars Belgian Wit,5976,1075,4.75,Belgian White &#40;Witbier&#41;,4/5,8/10,4/5,8/10,16/20,1051574400,BeerPrince,Hazy straw body with a nice head.  Nose is citrus (orange and lemon) with spicy notes.  Flavour is wheaty and citrusy and very comfy in the mouth.  A great Wit by a great brewpub.
Sailor Hagars Belgian Wit,5976,1075,4.75,Belgian White &#40;Witbier&#41;,4/5,6/10,3/5,5/10,12/20,1047427200,MicroRob,"Looks good but to me, lacks flavor. The finish is short lived but sure is nice to pound back on a hot day."
Sailor Hagars Belgian Wit,5976,1075,4.75,Belgian White &#40;Witbier&#41;,4/5,8/10,4/5,7/10,16/20,1047340800,dI5tIL,"A wonderful beer.  Nice orange and fresh corriander nose floating on top of a nicely carbonated wheat spiciness.  Not as phenolic as I prefer, but still the beer that made that first big impact on me so long ago.  Still the best brewpub in town."
Sailor Hagars Belgian Wit,5976,1075,4.75,Belgian White &#40;Witbier&#41;,3/5,6/10,3/5,6/10,15/20,1043107200,Kaya161,Nice coriander aroma with a spicy dry flavour.
Sailor Hagars Belgian Wit,5976,1075,4.75,Belgian White &#40;Witbier&#41;,3/5,5/10,2/5,5/10,9/20,1040688000,Crit,Gold color. Lightly spiced fruity hop nose.Faint orange and spicy flavor with dry finish. Dont care much for it.
Sailor Hagars Belgian Wit,5976,1075,4.75,Belgian White &#40;Witbier&#41;,5/5,10/10,5/5,10/10,20/20,1038182400,MarshallMac,"when i not getting drunk, this is my favourite beer in the world"
Sailor Hagars Belgian Wit,5976,1075,4.75,Belgian White &#40;Witbier&#41;,3/5,6/10,3/5,6/10,12/20,1020038400,daboskabouter,"Light golden color.  Slight hoppy, fruity aroma -citrus.  Hoppy, slight citrus palate.  I dont know, i didnt get much from this beer, Oakes attested that it had been better, maybe an old sample."
Sailor Hagars Belgian Wit,5976,1075,4.75,Belgian White &#40;Witbier&#41;,4/5,7/10,4/5,9/10,17/20,1011657600,omhper,Wonderful witbier spiced with orange peels. Thirst quenching bit still complex.
Sailor Hagars Belgian Wit,5976,1075,4.75,Belgian White &#40;Witbier&#41;,3/5,5/10,2/5,6/10,11/20,975974400,Oakes,"UPDATED: JUN 26, 2005 This beer rose to popularity when it was one of Garys best brews.  These days, its fallen on hard times.  Hazy yellow colour.  Fairly fruity (peach), phenolic aroma.  The flavour is malty, but less defined than in the Lohin days.  Lightly fruity with a hint of spice.  Tiny touch of hop dryness in the finish but otherwise quite sweet."
Sailor Hagars Thors Hammer,5986,1075,12,Barley Wine,3/5,7/10,3/5,7/10,13/20,1232064000,bu11zeye,"(Bottle, 1998 vintage)  Pours a clear amber body with a small off-white head. Aroma of brandy, cigar, cherry, caramel, brown sugar, and oxidation.  Flavor of caramel malt, cherry, toffee, noticeable oxidation, and old sock."
Sailor Hagars Thors Hammer,5986,1075,12,Barley Wine,2/5,7/10,3/5,7/10,14/20,1224115200,BeerandBlues2,"GABF 2008, Dr. Bills tasting, 1998 vintage.  Pours clear tawny with spare, fizzy, off-white head, mostly diminishing with fair lacing.  Aroma is heavy malt (cookie, caramel, toffee), average hops (perfume), average yeast (leather) with notes of alcohol, dates, ginger, and tobacco.  Medium bodied, slick texture, soft carbonation, and a bitter finish.  Long duration, moderate sweetness, acidity, and bitterness."
Sailor Hagars Thors Hammer,5986,1075,12,Barley Wine,3/5,8/10,4/5,8/10,14/20,1133913600,BckDich,"Sampled at Oakes 05 Xmas Party2000: Dark mahogany, no head or lacing. Nose is light with blood, sherry and engine grade oil. Old and oxidized. Why an 8 for aroma? I really liked the layered combination of those smells for some reason. The flavor is sweet and fruity, nice but a bit old. Finishes sweet like sweet-n-low but with a little cardboard in there for good measure."
Sailor Hagars Thors Hammer,5986,1075,12,Barley Wine,3/5,7/10,5/5,8/10,15/20,1133654400,JoeMcPhee,"2000 vintage.  Deep brown beer.  Massive, sweet toffee, plummy/pruney fruitiness.  Massive brown sugar aroma.  Sweet toffee flavour, deep caramel, molasses.  Tasty beer."
Sailor Hagars Thors Hammer,5986,1075,12,Barley Wine,4/5,8/10,4/5,8/10,17/20,1074729600,TimE,"Provides a dark brown color, a head a flat as a board with a heavy, but succulent sweet caramel, toffeish Crunchie chocolate bar nose.  The palate is has soft caramel over laying strong brownies and a mildly bitter finishes with hints of chocolate and caramel."
Sailor Hagars Thors Hammer,5986,1075,12,Barley Wine,3/5,7/10,3/5,8/10,14/20,1049068800,shorlin,"No head, with ver little carbonation.  Dark dark red.  Aroma has red wine tones, and maybe I can see the toffee/caramel other people mentioned,  Pretty nice flavours, with a big long lingering finish.  Almost syrupy, but smooth.  The alcohol was very mild, although a bit of a kick when it was all gone."
Sailor Hagars Thors Hammer,5986,1075,12,Barley Wine,4/5,7/10,4/5,8/10,15/20,1043539200,mrkimchee,"cloudy reddish brown.  big aroma of fruity malt and toffee.  smooth and filling mouthfeel.  nice complex flavour of fruit, toffee, chocolate and alcohol."
Sailor Hagars Thors Hammer,5986,1075,12,Barley Wine,3/5,7/10,4/5,7/10,16/20,1043280000,daboskabouter,"Cloudy dark red appearance.  Nose is fruity with hints of sweet malt and light chocolate.  Body is smooth and chocolatey with a touch of light hops towards the end and a good roast building.  Very nice beer, huge ABV that doesn't distract."
Sailor Hagars Thors Hammer,5986,1075,12,Barley Wine,4/5,7/10,4/5,7/10,16/20,1043107200,Kaya161,Sweet caramel and butterscotch aroma with a nice flavour to match.
Sailor Hagars Thors Hammer,5986,1075,12,Barley Wine,2/5,5/10,3/5,6/10,11/20,1043020800,Radek Kliber,With alcohol content rated around 12 % it's hard to expect any great head in barley wine. At first a bit harsh on me but gets better with time. Highly malty. I try in few years again...
Sailor Hagars Thors Hammer,5986,1075,12,Barley Wine,3/5,7/10,3/5,6/10,14/20,1011657600,omhper,"Very sweet barleywine on the malty side of the style. Complex, but still too young when I sampled it."
Sailor Hagars Thors Hammer,5986,1075,12,Barley Wine,4/5,8/10,4/5,8/10,17/20,975974400,Oakes,"UPDATED: JAN 17, 2004 At its best, it is very complex with notes of vanilla, chocolate, steamed milk, cherry, apple pie and brandy.  Early editions were reminiscent of the classic 1995 Tall Ship No.1 . Since that beer has left us (well, not me, I stocked up), this is now Canada""s best barley wine.1998 Vintage, aged 6 years - Dark red; slightly toasty, smokey and malty aroma.  Rich brown sugar notes, depth of oily, maltiness.  Fruity, and warm.  This was the definitive vintage for this beer, and I hope Gary Lohin revives the recipe at his new brewery.  A 2000 vintage served 2 years old on cask was a little less complex, yeastier, and more mellow - I never had this one fresh so I won""t change my rating based on this."
Eick Bru Gievitzer Doppelbock,95253,8802,7,Doppelbock,3/5,8/10,3/5,8/10,15/20,1232064000,Papsoe,Bottle 50 cl. Courtesy of yespr. Pours a clear dark brown with a reddish hue and a tall and lively beige head leaving some lacework. Aroma of pumpernickel and alkohol. Quite full-bodied with plenty of pumpernickel accents and roasted malt - actually also a whiff of burned malt. Some bitterness in the finish. Excellent. 141208
Eick Bru Gievitzer Doppelbock,95253,8802,7,Doppelbock,3/5,7/10,4/5,8/10,15/20,1229904000,KimJohansen,"Cloudy reddish brown with large beige head. Sweet yeasty aroma with roasted malt, caramel and chocolate notes.sweet flavour with roasted malt, caramel, chocolate and nutty notes. Finished sweet with warming alcohol."
Eick Bru Gievitzer Doppelbock,95253,8802,7,Doppelbock,4/5,6/10,4/5,7/10,13/20,1229472000,Ungstrup,"Bottled. A deep red-brown beer with a huge bubbly brown head. The aroma is sweet malty with notes of caramel and dusty hops as well as light notes of alcohol. The flavor is sweet malty with notes of caramel and bread as well as lighter notes of alcohol, leading to a dry finish where notes of bread and caramel lingers. Thanks yespr for sharing."
Eick Bru Gievitzer Doppelbock,95253,8802,7,Doppelbock,3/5,7/10,3/5,7/10,15/20,1229212800,yespr,50 cL bottle. Pours unclear brown with a slowly collapsing tan head. Mild spiced and roasted malty aroma. Light chocolate note. A bit fizzy mouthfeel and slowly gusing after opening. Smooth chocolate and roasted malty note. Light bitterness too. Mild hoppy note into the finish too. Smooth and nice.
Eick Bru Gievitzer Doppelbock,95253,8802,7,Doppelbock,4/5,7/10,3/5,7/10,14/20,1229212800,Grovlam,"Bottle. [Tasting session @ Papsoe] Huge thick light beige head that really lasted. Excellent display of lacework. Light cloudy mahogany color. Aroma of light toasted malt, grain, yeast, fruit. Over the palate came strong notes of toasted malt, light rue bread, mild alcohol, grain, caramel. Medium bodied with an average carbonation and light alcoholic texture. Moderated sweet flavour. Sweet toasted malty finish."
Eick Bru Gievitzer Doppelbock,95253,8802,7,Doppelbock,4/5,7/10,3/5,7/10,15/20,1228089600,jbrus,"Bottle@Home. Raisin, malts, toffee, fruity and light herbal aroma. Dark brown color, beige large head, good lace. Sweet, very malty, bitter, chocolate, butterscotch, laurel. Feels more alcoholic than the 6.5% ABV mentioned on the bottle, very warming."
Eick Bru Gievitzer Doppelbock,95253,8802,7,Doppelbock,3/5,6/10,3/5,6/10,13/20,1227830400,MiP,"Bottle, 6.5%. Slow gusher. Yeasty, vinous, roasted aroma. Very dark brown colour, big unstable tan head. The flavour is sweet, vinous, chocolaty with some alcohol. Distinct yeast finish."
Eick Bru Gievitzer Doppelbock,95253,8802,7,Doppelbock,3/5,6/10,3/5,6/10,13/20,1227139200,bierkoning,"Swing top bottle from Der Doppelbock. Dark brown color. Caramel and ash in the aroma. Milky, caramelly roasty flavor with licorice and ash. Caramelly flowery bitter aftertaste. Fairly alcoholic."
Eick Bru Aria,95246,8802,5,Altbier,3/5,6/10,3/5,5/10,12/20,1322956800,jaghana,"Bottle 50cl from Quack-Duck thanks ! A cloudy amber-orange beer with medium head. Nose is caramel like with vinous hints. Aroma is malty, slightly sour, diacetyl notes, peppery hops. Quite strong bitterness, grassy and dry, overriped fruit notes at the finish, quite unbalanced."
Eick Bru Aria,95246,8802,5,Altbier,3/5,8/10,4/5,8/10,13/20,1321488000,Quack-Duck,"bottle from bierpost. Cloudy orange colour, mid-sized off-white head. Perfumy hop aroma. Slightly grainy, malty sweetness with shy hints of caramel. Hints of coriander and spices, getting quite hoppy towards the finish. There is a very faint smoke flavour in the very far background. Lingering, perfumy, floral, slightly fruity hoppy finish that leaves delicious and nearly chewable bitter traces on the tongue. Unusal at first, delicious after the second sip."
Eick Bru Aria,95246,8802,5,Altbier,2/5,7/10,3/5,7/10,13/20,1232064000,Papsoe,"Bottle 50 cl. Courtesy of yespr. Hazy amber golden with floating impurities and a dense, off-white head. Sweetish malty and slightly fruity nose. Medium-bodied with roasted malty accents and some flowery hoppiness. Dry and lightly bitter finish. A nice one. 141208"
Eick Bru Aria,95246,8802,5,Altbier,3/5,7/10,4/5,7/10,14/20,1229904000,KimJohansen,"Unclear orange with huge beige lasting head. Sweet yeasty aroma with coriander and toasted malt. Sweet yeasty flavour with toasted malt, caramel and koriander."
Eick Bru Aria,95246,8802,5,Altbier,3/5,7/10,4/5,7/10,13/20,1229472000,Ungstrup,"Bottled. An amber beer with a slight black sediment floating around under a thin orangey head. The aroma is sweet malty with notes of caramel and alcohol. The flavor is sweet with strong notes of caramel and malt as well as notes of alcohol and bread, leading to a finish with a slight note of metal. Thanks yespr for sharing."
Eick Bru Aria,95246,8802,5,Altbier,4/5,7/10,3/5,7/10,14/20,1229212800,Grovlam,"Bottle. [Tasting session @ Papsoe] Huge thick creamy off-white head that really lasted. Excellent display of lacework. Cloudy orange-golden color with particles in flow. Aroma of wheat, citrus, fruity, yeast. Over the palate came spice, grain, floral notes. Medium bodied with an average carbonation and dry texture. Moderated bitter and sweet flavour in balance. Nice dry light bitter finish. Quite nice!"
